noise_lvl;ssim_corrupted;ssim_denoised;psnr_corrupted;psnr_denoised;nrmse_corrupted;nrmse_denoised;alpha_corrupted;alpha_denoised;sigma_corrupted;sigma_denoised;ac_var;cc_var
10.0;0.7002049555225398;0.7158329646734428;23.318327581018565;23.124767035526894;0.1256973281529667;0.1285298715775411;2.13189778259774;2.256195276426435;17.098043909133146;0.5808047111361847;8.588221535939273e-05;0.01182075563232925
9.0;0.6829955788376677;0.7129631549776948;22.840107862153012;23.064432184508554;0.1328119130097901;0.12942578750141673;2.1216178850341225;2.2668200368709845;18.222507602111943;0.6238095913996261;7.419867787863853e-05;0.006549912456335983
8.0;0.6664917126630443;0.7017107597392181;22.335460737850266;23.038923579815666;0.14075680115931127;0.12980644210281575;2.1142421673116494;2.262297854449617;18.920512900647992;0.5989807122030558;7.146855941056716e-05;0.007815856243656341
7.0;0.645526045536745;0.7045082944453376;21.794480069604045;22.975439198433413;0.1498022794838018;0.1307586612448174;2.1040503600842606;2.2461481052337233;19.680648960959534;0.6353327143368054;6.686513571183758e-05;0.01809658855289792
6.0;0.6208602827888288;0.6920313441666553;21.121310704212817;22.7602787625001;0.16187392234535625;0.1340381691991842;2.0870096799818096;2.2517312197396913;21.25542694743173;0.6238095913996254;6.259344794425741e-05;0.008385986066049352
5.0;0.5935374918472921;0.6817728129707503;20.38774943556769;22.641432146142964;0.17613876769845974;0.13588478078096233;2.069558116166257;2.2578461393094167;22.643532404867297;0.648638470596189;5.7042691848864236e-05;0.019254476688869357
4.0;0.5569344146169795;0.676971090066143;19.47281684142879;22.46109369770617;0.1957048476313425;0.13873554370326516;2.0585825998282363;2.2489153429805055;25.318938332532724;0.5989807122030588;5.080017343831749e-05;0.02590142589054356
3.0;0.5040913050757448;0.6657545841092051;18.257308474215687;22.305207035808632;0.22510078092899521;0.14124792404140038;2.018531932319179;2.246260661594927;28.301042298151565;0.6867731060521529;4.211829927464822e-05;0.011321492965841142
2.0;0.4368420236926474;0.6335107531173757;16.664591949551312;21.92183917228863;0.27040382330574914;0.14762178988981658;1.951281114947485;2.2175123410175037;33.523172488261224;0.729777986315622;3.812176813051139e-05;0.018901534614515783
1.0;0.322487882280422;0.5628392004140785;13.966348080704353;20.416403574071307;0.3689139020349031;0.17555865570291498;1.7987643483041555;2.169405987473957;44.60555467053523;0.987807267896329;3.5519955822103117e-05;0.0214080203311329
0.7;0.26765286865177573;0.5018889903516082;12.742054608108477;19.62209757310339;0.4247561688662025;0.19237008936228064;1.6986347991854704;2.135130107399805;51.06833409490728;1.0622939054860683;3.313087618068685e-05;0.01224460960291514
0.6;0.24400543607581243;0.5014653559935965;12.191822738654652;19.328405825792643;0.45253407717744276;0.19898582229067532;1.6515447129079113;2.110039522712513;54.0577259130282;0.9895899012185364;3.2999089915457716e-05;0.00782734152910213
0.5;0.2204884273206366;0.4560614133605388;11.618208903544833;18.779926460102974;0.48342819948167515;0.2119561890684977;1.6108293368031936;2.077161043775288;57.31197865581682;1.3899395798489984;3.2593356828458475e-05;0.020963427770005677
0.4;0.19225076891963455;0.4263800922648;10.912481357466593;17.957610814029543;0.5243464807645;0.23300319953884763;1.5459344616574509;2.0411154664094178;62.539200252623004;1.2724480619958396;3.477473493000555e-05;0.02489501559351978
0.3;0.1617165972559275;0.3694775985599439;10.127257059319488;17.080148166793517;0.5739572847973046;0.25777157021122593;1.439302925996339;1.9292887763045807;69.03989370236013;2.020402049378321;3.1947376285487304e-05;0.014951058333006324
0.2;0.12696723412865354;0.3305764194961626;9.18798918504476;16.47993374363333;0.6395035595205167;0.2762140324627588;1.3410859315560322;1.9268516628831007;75.6998000486517;1.6364457384925406;3.174908022065395e-05;0.008846117495443642
0.1;0.0813973438573793;0.242584272471693;7.900166790942134;14.602493943624772;0.7417099171252051;0.34286071636242477;1.1852936537500658;1.7291132599501329;88.63711892799977;2.366223724808153;3.228413149094237e-05;0.00785839321330475
