noise_lvl;ssim_corrupted;ssim_denoised;psnr_corrupted;psnr_denoised;nrmse_corrupted;nrmse_denoised;alpha_corrupted;alpha_denoised;sigma_corrupted;sigma_denoised;ac_var;cc_var
10.0;0.5758475471646984;0.6807776877256939;23.8149915758784;27.14013334336159;0.08682397953340888;0.05920830102776891;2.048392103917585;2.3647951143462156;12.400516389936305;0.43848431408644245;3.563565004262183e-05;0.004423065217138361
9.0;0.5532112510494911;0.6648142339479374;23.39027174829117;26.830945272232974;0.09117498048025217;0.061353875794708405;2.038175934915472;2.3673260886109384;13.108074411261791;0.4384843140864256;3.2500537212166276e-05;0.004880338413583287
8.0;0.5276322110426526;0.6749267445655306;22.83572693619155;26.96961040734388;0.0971858236386457;0.060382174103725844;2.018138977691367;2.3280357483100196;13.4742435393265;0.5063180735464602;3.3148187220973474e-05;0.0036811698617750114
7.0;0.49714947192228875;0.6598831847716186;22.255802521992607;26.549489283313616;0.10389607483036252;0.06337453740278119;1.9988725898121922;2.339248909169679;14.57691313971002;0.45666031515331124;3.762066256458295e-05;0.012127574810442045
6.0;0.465206919520574;0.6626292933560762;21.60756583394884;26.601536166689293;0.11194661722849357;0.06299592511783897;1.9842573731382709;2.3308048449871057;15.531951167559564;0.4566603151533173;3.3158334101521836e-05;0.0070301397042815215
5.0;0.42617686683348627;0.653589197655721;20.807018023176816;26.364421881086773;0.12275476670490668;0.06473932580765959;1.9463193469000684;2.322058648437948;16.974617836722846;0.46331319328300585;3.5141629477971255e-05;0.006297358210574475
4.0;0.3813523496847186;0.6303722427867996;19.8664839847222;25.779492876561186;0.13679337578163211;0.06924917799665983;1.8861501216937868;2.2838842357019615;18.719476107786626;0.5311469527430233;3.514299581685215e-05;0.007397553524863568
3.0;0.3248146010616777;0.6074349517750713;18.67122323294841;25.582282470304058;0.15697413724120043;0.07083944384298058;1.8260885728077285;2.2924688972393996;21.45535868179339;0.555975831939599;3.262006126831668e-05;0.005705634703238531
2.0;0.2607042440101234;0.5724853289126418;17.05884139327521;24.59916905453401;0.18899364312659883;0.07932878701184834;1.7078337062752353;2.213609552276282;26.04129146382584;0.6486384705961978;3.299256364486371e-05;0.003213104065363505
1.0;0.16581421910794336;0.48658046752870093;14.454623699839873;23.242554487543043;0.25506923605184045;0.09273881495444926;1.5294281891058448;2.105605350825089;35.22314395998046;0.5989807122030616;3.174235349271988e-05;0.011177316089341761
0.7;0.12991119041112156;0.44320923452158245;13.175936653207161;22.061156409257343;0.2955237804318935;0.10625061339636939;1.4491132941840486;2.1114815247611176;40.404614152748564;0.797611745775638;3.2064204844099816e-05;0.009838601507685802
0.6;0.11910973113611484;0.42589149180823876;12.64817671098969;21.718111390660905;0.31403671870564914;0.1105308976077827;1.3815163208841366;2.05232463575283;42.07220993634693;0.6916433508596466;3.157659240761778e-05;0.010645420877869332
0.5;0.10292177526097641;0.3825636276157381;12.010315493497918;20.638441515133223;0.3379663736070597;0.12516047153731086;1.336794787276753;1.964443792508005;45.62624819480037;0.8406166260390827;3.2144524343895576e-05;0.008365911748267554
0.4;0.08844601226871784;0.33006984454741023;11.346729937024733;19.702384359886334;0.36479826956697403;0.13940233504432703;1.3131324678826588;1.9199812613241667;49.26413077660045;1.166479667079842;3.217555719088476e-05;0.006798954987660247
0.3;0.0719701364525992;0.29232267194436506;10.510997079006291;18.68166358315796;0.40164226955196775;0.1567855692901939;1.230972478104571;1.8162149725382115;54.56188265919775;1.2791009401255276;3.229026817830687e-05;0.005377934530957436
0.2;0.0569590804749629;0.2629733020690298;9.560313437701605;17.818209307617;0.44809860773137583;0.17317244990459013;1.1791003640164754;1.8352517173318517;60.97043612558678;1.2972769411923888;3.168130629967237e-05;0.014447611944041157
0.1;0.03412689059993662;0.148296101322619;8.045896093213678;14.817246968198036;0.5334509117737058;0.24463969015103956;1.074638386043839;1.5965537087441304;71.95516782766707;2.495238365598516;3.251754787459337e-05;0.005517937041044009
