noise_lvl;ssim_corrupted;ssim_denoised;psnr_corrupted;psnr_denoised;nrmse_corrupted;nrmse_denoised;alpha_corrupted;alpha_denoised;sigma_corrupted;sigma_denoised;ac_var;cc_var
10.0;0.643972141802739;0.7988926866465703;29.839611682210816;34.63359375082684;0.04683416661152191;0.026968928580014664;2.899712953241937;2.9091362185482494;6.30508334220176;0.0678337594600333;3.2528416194971076e-05;0.019250640708344507
9.0;0.6266865691866295;0.7749789837556308;29.406195027606955;32.742116578948256;0.04923043002550701;0.03353030869562135;2.8958881909997713;2.9066093116381255;6.56651323391773;0.06783375946002718;0.00010900344845207937;0.03215418728860877
8.0;0.6246202523379811;0.7862871610357964;29.166167544203184;34.31002718850622;0.05060984456656824;0.027992521554170844;2.8988222120898164;2.9092784994828014;6.697807189467474;0.11749151785317302;3.119188056481615e-05;0.017835564579957847
7.0;0.5951835339394738;0.7710242511944551;28.354836149988483;31.991080540144246;0.055565032565184;0.0365585829531751;2.8949795985496034;2.907106275074266;7.424612759772102;0.0926626386566072;7.006672079463772e-05;0.028929919950677927
6.0;0.5775685215440461;0.7758322148367366;27.725182777525564;33.034729918710475;0.059742616871382916;0.03241954271817956;2.893381013702487;2.9060919515297092;7.998842733987564;0.16049639811662728;3.1164422418242856e-05;0.007411212878235086
5.0;0.5532879461689154;0.756094016521789;26.942118418124736;31.884717066711076;0.06537887749485527;0.037009015079616604;2.8916263823228916;2.904413250675155;8.90799761541958;0.11749151785317292;3.166383599930549e-05;0.01687587278795628
4.0;0.5296235496637527;0.7545829370358529;26.036848707103616;31.462953049756894;0.0725606133878953;0.038850420897856765;2.8869425690492925;2.9062921594927307;9.674099872865913;0.1853252773132001;3.149264629094284e-05;0.031765458011557744
3.0;0.49782722237237514;0.7374021501568947;24.887315747330643;30.507069664014956;0.0828280798192262;0.04337004747117407;2.884365059221233;2.909770257246414;11.321250293469067;0.1604963981166395;3.0813217022243897e-05;0.03390544583382104
2.0;0.4551847038755737;0.7251090975619477;23.14536289755766;28.4762111637166;0.10122207499028486;0.0547939769283879;2.867011678479537;2.9095380359001908;13.656365079514423;0.16049639811662708;3.052482661949303e-05;0.015746649376453724
1.0;0.39267955037267577;0.6933018600219399;20.156314883863566;25.568025920668077;0.1427998122758615;0.07658471220532466;2.824092293964063;2.903682153547238;19.05376798849025;0.2961639170366824;3.075354122494108e-05;0.009385824752464456
0.7;0.3673805728050417;0.6691405643593388;18.856440253048923;24.17768288339841;0.1658522501520518;0.0898792079390525;2.797848579024866;2.893657254036383;22.49601128905582;0.3706505546264003;3.10463030789183e-05;0.015715891386117963
0.6;0.35164678514365544;0.6302191718153703;17.96315603552855;22.742170040622348;0.18381695981091487;0.10603149350057674;2.768935334451049;2.8683088807668673;24.552952701124305;0.4384843140864314;3.101374812446865e-05;0.04361216047477057
0.5;0.34209313253377094;0.6613271584535267;17.482140682081916;22.940689925339264;0.19428369144965527;0.1036355805141783;2.7543006652435484;2.8933943569890133;26.23640629991919;0.34582167542982967;3.091389059642305e-05;0.025142658241977013
0.4;0.31981731412245396;0.6685123983688677;16.24152823951207;21.644741704705833;0.22411295850440313;0.12031126564141097;2.7095847923138843;2.8832162153398255;29.911357801793297;0.2961639170366804;3.1115815753047404e-05;0.032304134024312064
0.3;0.2995498673683996;0.6029271663322294;15.107563589406286;19.924833578691;0.25536725092015283;0.1466566301987518;2.6534096770250986;2.824592199323447;34.646823076442516;0.38882655569328256;3.172791992364905e-05;0.04999108673791254
0.2;0.2689669124922014;0.4903555987756873;13.415965557237042;18.058865478859737;0.31027379872530325;0.18180260707250456;2.542650550611793;2.7631976740305366;41.58347860142853;0.6916433508596561;3.175440565500456e-05;0.02784999080914098
0.1;0.2128322336560103;0.43984504556260823;10.721566345618177;15.281708296414315;0.42312147058473887;0.2502983380124278;2.299536477040667;2.645264691036777;57.616911342234395;1.0441179044191544;3.1761032829856106e-05;0.04161240124065341
