noise_lvl;ssim_corrupted;ssim_denoised;psnr_corrupted;psnr_denoised;nrmse_corrupted;nrmse_denoised;alpha_corrupted;alpha_denoised;sigma_corrupted;sigma_denoised;ac_var;cc_var
10.0;0.7539981064941459;0.7211670467170568;23.291122097025976;23.85432526856249;0.10413474128311696;0.09759677877259103;2.0575666523481417;2.2288855277661517;12.716063901010711;0.5989807122030496;4.3297633698754904e-05;0.006482736312721784
9.0;0.7366784803485815;0.7254492181577461;22.840320557738355;24.047874231526354;0.10968209049984028;0.09544606663228541;2.048313314340732;2.208676457630546;13.519444388671417;0.5989807122030523;3.46996508844694e-05;0.004356869681619229
8.0;0.7177108327377286;0.7113423092630906;22.323457794661206;23.727800931197244;0.11640693583493454;0.09902884201114073;2.0449996050754384;2.238309199308268;14.110911192958342;0.5559758319396018;4.169262047796738e-05;0.014578266829012332
7.0;0.6929650261467629;0.6961027126367899;21.77884927362859;23.616656012220894;0.12393936980404874;0.10030416031594554;2.041219751697409;2.2405751318587517;15.034176570813619;0.5493229538099148;3.528923067948967e-05;0.0024646315068641866
6.0;0.6647845866346246;0.7073461468721903;21.111838165927796;23.723673541197545;0.13383196018217203;0.09907591004856871;2.0180694233220424;2.2338984614010173;15.912337998546256;0.5559758319395933;3.361762635902702e-05;0.006476479716950733
5.0;0.6278946119413782;0.696364963953803;20.334081972874436;23.388206744688365;0.1463685089096956;0.1029772784917728;2.0005462329178783;2.222388473763031;17.208541890354695;0.5559758319396024;3.938824417040777e-05;0.00996549228534903
4.0;0.5838293236221291;0.6933857238493278;19.408310725648416;23.252372126403724;0.16283067040611537;0.10460035077199814;1.9828494814492905;2.2170316918147273;19.004983163317057;0.6734673497927852;3.294725992398269e-05;0.008504797203733996
3.0;0.5220321399049846;0.6629993564751984;18.1998465717999;22.37465591949581;0.18713689470663308;0.11572280481754786;1.9408617755618622;2.188106610240843;21.446550053543707;0.7661299884493642;5.2690272898548715e-05;0.008650337174925866
2.0;0.4384235784678534;0.6421090173762694;16.5183175452707;22.322788074579453;0.22710979745765572;0.1164159116648657;1.8633115944661187;2.188170426229372;25.814003119498995;0.6601615935333861;3.212869868181759e-05;0.006027767959584762
1.0;0.3099075104594352;0.5866476861205404;13.902386825552961;21.066936186799254;0.3069250999629419;0.13452560005303824;1.7041301652144505;2.1536582141931206;34.563442530381415;0.7479539873824889;3.180803330511202e-05;0.012981936125596474
0.7;0.2514153255757322;0.5382294414814297;12.614548862203673;20.182958896729648;0.3559789388572373;0.14893741176518205;1.627932073864754;2.0918241100056334;40.532496490415085;0.8091348687128269;3.492727571436609e-05;0.030406355360554596
0.6;0.2281802859847351;0.5186114927467248;12.138277801378667;19.830390104090224;0.3760433016916676;0.1551073014356648;1.5730117048550074;2.0322460155341497;41.5476438163152;0.9217561417585035;3.183769646908667e-05;0.00590372739831725
0.5;0.20568664028447176;0.5012729594426848;11.562734475696939;19.443687426876586;0.4018047101506565;0.16216882719193387;1.5224751100050389;2.014366055676904;45.600101592569935;0.9199735084362973;3.1740283625154915e-05;0.01417211352624209
0.4;0.17494341682264086;0.4509149840388126;10.845527529894854;18.24709878570947;0.43639058349635607;0.18612161313540235;1.4582840348596187;1.9728949653401995;49.15761093772358;1.1549565441426595;3.2387833212705876e-05;0.008321634165641236
0.3;0.14778568236854822;0.432571549526814;10.141076498682173;18.42638873138253;0.47325795450397756;0.18231915975636617;1.4105342911845407;1.9925448157149865;53.49817228745809;1.0126361470929204;3.257229029378947e-05;0.010756349056876105
0.2;0.11528995309334787;0.37433578930617817;9.181533520466175;17.003349305278828;0.5285366055864662;0.21477527410611447;1.2888295061955193;1.846445699084326;60.47135216025254;1.2227903036026917;3.250613896008616e-05;0.004940527944671976
0.1;0.0742334289685139;0.25463236963358465;7.941482224508169;14.94055194287467;0.6096458699453075;0.2723479747498411;1.164247559880097;1.6963093307494732;69.75098780379417;1.724238132341645;3.252244291041216e-05;0.007107949275574884
