noise_lvl;ssim_corrupted;ssim_denoised;psnr_corrupted;psnr_denoised;nrmse_corrupted;nrmse_denoised;alpha_corrupted;alpha_denoised;sigma_corrupted;sigma_denoised;ac_var;cc_var
10.0;0.5634739218534051;0.8786094431948265;24.10831963824798;29.51447396197892;0.10805700302201134;0.05798894424032806;2.3053524966612824;2.3943555406246357;14.09181511116305;0.5063180735464518;4.654273506658692e-05;0.023137204062663376
9.0;0.5452907183448746;0.8773574053594616;23.654352142765216;29.773045324606056;0.11385478641421037;0.05628810576652012;2.3088902112378915;2.386424215407879;14.609493019126905;0.5311469527430417;3.778734641618087e-05;0.009710773904334039
8.0;0.5258109511010167;0.8685563826947902;23.12724987590888;28.416951960222878;0.12097800160375505;0.06579930433470789;2.29586206006042;2.4249745785649077;15.280863870455049;0.43848431408642796;5.2299328766392245e-05;0.017087459897189496
7.0;0.5010363616250427;0.8630485124577822;22.55571211571808;29.08330662019398;0.1292061822551154;0.0609401570402751;2.287273557572805;2.3772507752615906;16.434780987380204;0.5311469527430352;3.7848235545916045e-05;0.007145406431950665
6.0;0.47735883117738465;0.8614514430875614;21.941106723168442;28.497440511631922;0.13867991407481525;0.06519238573601549;2.2752396806483137;2.3827617130874725;17.784996903638987;0.5311469527430287;3.738136297661919e-05;0.010551078024458323
5.0;0.4495572032606522;0.8529292122157578;21.174998347606632;28.474968767150237;0.15146733444588534;0.06536126692202698;2.261077953156806;2.4108113467355303;19.104614808231542;0.50631807354645;3.310916351009916e-05;0.01868779976548246
4.0;0.41304377218527855;0.8287940808583941;20.199058280222538;28.12852910119485;0.1694790363843903;0.0680209111380369;2.2313461956271072;2.375730476770093;21.71449224223504;0.5559758319396224;3.183089506716539e-05;0.00981235167774021
3.0;0.3724072833575486;0.8113282650456269;19.06528247590535;27.590825007248437;0.19311000551941976;0.0723648472453849;2.1916458033159287;2.374686469134525;24.617729624245072;0.5741518330064798;3.112062686391538e-05;0.013022219211150526
2.0;0.31327029470656165;0.7479863343394373;17.366243680573486;26.065020391523547;0.23483169673181423;0.08626167372991173;2.113690878279734;2.3543257707064833;29.430995935919228;0.6965135956671392;3.505861265176506e-05;0.02596222750550655
1.0;0.2289839179183629;0.6320929713676158;14.698569916560796;23.387175419358513;0.3192569822745199;0.11741136283470215;1.9547739312110382;2.2758344627852587;40.846375454944145;0.8521397489762871;3.169048243788194e-05;0.012737226481309621
0.7;0.19113473932322594;0.5949071348460165;13.424122973001381;22.33262980685307;0.3697113227169414;0.13256760482773305;1.853189582366053;2.269967801388688;45.976433912187645;0.8769686281728566;3.220848950864212e-05;0.01391038323256302
0.6;0.17560667382403433;0.5608091970214953;12.836643002430439;21.849780634271;0.3955822077476309;0.1401457294363357;1.7893506967539319;2.230820583957507;49.179621012922134;0.8703157500431505;3.252648282375661e-05;0.037901293874800984
0.5;0.15708316630710506;0.5286348781667305;12.241687784079362;20.945850319615772;0.4236278570589556;0.1555164679379352;1.7447960339319313;2.211455985388347;53.72175918935835;1.1301276649460825;3.1863562312968266e-05;0.015727063266835074
0.4;0.1391520041751702;0.4773747228501931;11.582709774123828;20.12585133483221;0.45701811146926763;0.17091348641515172;1.653506228815791;2.154967600827483;58.39896156910015;1.2046143025358171;3.205974075543536e-05;0.01543559762316662
0.3;0.11708331570819175;0.42831267633127396;10.687120147020423;19.284522407422983;0.5066556530694926;0.18829673071598868;1.5760161534120696;2.0982889707560193;63.75235659014802;1.2542720609289344;3.279619913087363e-05;0.011123777083300977
0.2;0.0917619334527094;0.3494728257224148;9.618859470756451;17.339967084859577;0.5729621410139099;0.23554318638493932;1.4348057745811522;1.9763883249992242;71.09102068462659;1.5595239784990789;3.237555749289938e-05;0.026740551729910144
0.1;0.05999302728200997;0.27419607605563673;8.210092530529069;15.547396372580021;0.6738516149449951;0.2895336740853579;1.271749211182799;1.8884890562124166;86.05706731637758;2.0567540515120855;3.2076458674345734e-05;0.01646226193269821
